sample_id,authfull,sm-subfield-1,field_type,sample_stratum,rank_global,rank_in_field,scopus_pubs,scopus_citations,scopus_h_index,country,institution,region
213,"Dawson, Vaille Maree",Education,mixed,anomaly,290432,2281,48,1455,20,aus,The University of Western Australia,Asia_Pacific
214,"Harris, Lois Ruth",Education,mixed,anomaly,286348,2242,35,1532,18,aus,CQUniversity Australia,Asia_Pacific
215,"Heerwegh, Dirk",Education,mixed,anomaly,285722,2231,22,1137,16,bel,KU Leuven,Other_Europe
216,"Cohen, Peter A.",Education,mixed,anomaly,290672,2282,22,1337,14,usa,Texas A&M College of Dentistry,USA
217,"Shattock, Michael L.",Education,mixed,anomaly,284858,2219,58,755,15,gbr,University of Oxford,UK
218,"Fenstermacher, Gary D.",Education,mixed,anomaly,305403,2444,27,1211,10,usa,"University of Michigan, Ann Arbor",USA
219,"Edensor, Tim",Geography,mixed,top_quartile,12550,31,158,7756,40,gbr,Manchester Metropolitan University Business School,UK
220,"Massey, Doreen B.",Geography,mixed,top_quartile,24212,66,90,5827,32,gbr,The Open University,UK
221,"Hewitt, Kenneth",Geography,mixed,top_quartile,24153,65,95,6527,38,can,University of Waterloo,Other
222,"Watts, Michael J.",Geography,mixed,top_quartile,20883,54,146,6761,36,usa,"University of California, Berkeley",USA
223,"Guthman, Julie",Geography,mixed,top_quartile,16492,46,82,7561,36,usa,"University of California, Santa Cruz",USA
224,"Adey, Peter",Geography,mixed,top_quartile,32286,94,97,4945,36,aus,Monash University,Asia_Pacific
225,"Xu, Jiongxin",Geography,mixed,bottom_quartile,90246,344,106,2376,27,chn,"Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences",Asia_Pacific
226,"Iammarino, Simona",Geography,mixed,bottom_quartile,96975,379,73,5541,29,ita,Università degli Studi di Cagliari,Other_Europe
227,"Surian, Nicola",Geography,mixed,bottom_quartile,96906,378,97,5086,35,ita,Università degli Studi di Padova,Other_Europe
228,"van Houtum, Henk",Geography,mixed,bottom_quartile,95100,367,66,2893,25,nld,Radboud Universiteit,Other_Europe
229,"Livingstone, David N.",Geography,mixed,bottom_quartile,94002,359,91,2052,23,gbr,Queen's University Belfast,UK
230,"Wilbanks, Thomas J.",Geography,mixed,bottom_quartile,105825,410,65,8656,24,usa,Oak Ridge National Laboratory,USA
231,"Tickell, Adam",Geography,mixed,anomaly,109892,421,58,6930,24,gbr,University of Birmingham,UK
232,"Dwyer, Claire",Geography,mixed,anomaly,114818,440,57,2634,24,gbr,University College London,UK
233,"Mather, Alexander S.",Geography,mixed,anomaly,110813,425,65,3032,19,gbr,University of Aberdeen,UK
234,"Davidson, Mark A.",Geography,mixed,anomaly,109478,419,56,2506,21,usa,Clark University,USA
235,"Herbert, Steve",Geography,mixed,anomaly,112486,432,46,2413,20,usa,University of Washington,USA
236,"Lee, Icy",Languages & Linguistics,mixed,top_quartile,31399,45,113,4323,39,sgp,National Institute of Education,Asia_Pacific
237,"Robinson, Peter J.",Languages & Linguistics,mixed,top_quartile,32094,48,48,4928,30,jpn,Aoyama Gakuin University,Asia_Pacific
238,"Dörnyei, Zoltán",Languages & Linguistics,mixed,top_quartile,5305,5,89,16236,57,gbr,University of Nottingham,UK
239,"Webb, Stuart Alexander",Languages & Linguistics,mixed,top_quartile,34288,56,101,5511,41,can,Western University,Other
240,"Langacker, Ronald W.",Languages & Linguistics,mixed,top_quartile,22992,27,71,5694,29,usa,"University of California, San Diego",USA
241,"DeKeyser, Robert M.",Languages & Linguistics,mixed,top_quartile,40016,65,67,4778,32,usa,"University of Maryland, College Park",USA
242,"Crystal, David",Languages & Linguistics,mixed,bottom_quartile,167882,383,117,1280,18,gbr,Bangor University,UK
243,"Bickel, Balthasar",Languages & Linguistics,mixed,bottom_quartile,176084,410,86,2024,24,che,Universität Zürich,Other_Europe
244,"Lee, Ju Seong",Languages & Linguistics,mixed,bottom_quartile,176369,412,44,1555,23,chn,The Education University of Hong Kong,Asia_Pacific
245,"Levis, John Michael",Languages & Linguistics,mixed,bottom_quartile,189456,454,62,1679,18,usa,Iowa State University,USA
246,"Walsh, Steve",Languages & Linguistics,mixed,bottom_quartile,163517,369,45,2045,20,gbr,Faculty of Humanities and Social Sciences,UK
247,"Leung, Constant",Languages & Linguistics,mixed,bottom_quartile,174699,405,87,1792,21,gbr,King's College London,UK
248,"Sheen, Younghee",Languages & Linguistics,mixed,anomaly,209445,509,21,2325,11,usa,American University,USA
249,"Weigle, Sara Cushing",Languages & Linguistics,mixed,anomaly,201415,489,24,1489,17,usa,Georgia State University,USA
250,"DeLancey, Scott",Languages & Linguistics,mixed,anomaly,204513,498,30,1287,14,usa,University of Oregon,USA
251,"Hall, Joan Kelly",Languages & Linguistics,mixed,anomaly,200741,487,39,2212,17,usa,Pennsylvania State University,USA
252,"Gile, Daniel",Languages & Linguistics,mixed,anomaly,206762,502,46,1157,15,fra,Université Paris Sorbonne Nouvelle,Other_Europe
253,"Fox, Danny",Languages & Linguistics,mixed,anomaly,202149,492,25,2017,18,usa,Massachusetts Institute of Technology,USA
254,"Nisbet, Matthew C.",Communication & Media Studies,mixed,top_quartile,30874,31,65,8384,38,usa,Northeastern University,USA
255,"Hayes, Andrew F.",Communication & Media Studies,mixed,top_quartile,1248,1,78,74287,45,can,University of Calgary,Other
256,"Matthes, Jörg",Communication & Media Studies,mixed,top_quartile,23670,23,246,10883,48,aut,Universität Wien,Other_Europe
257,"Marwick, Alice E.",Communication & Media Studies,mixed,top_quartile,31242,32,41,8383,27,usa,Data & Society,USA
258,"McCroskey, James C.",Communication & Media Studies,mixed,top_quartile,20192,19,147,8791,52,usa,The University of Alabama at Birmingham,USA
259,"Lang, Annie",Communication & Media Studies,mixed,top_quartile,28379,29,90,6999,40,usa,Indiana University Bloomington,USA
260,"Chen, Wenhong",Communication & Media Studies,mixed,bottom_quartile,147425,270,72,3423,25,usa,The University of Texas at Austin,USA
261,"Afifi, Walid Adel",Communication & Media Studies,mixed,bottom_quartile,137379,240,71,3738,34,usa,"University of California, Santa Barbara",USA
262,"McNair, Brian",Communication & Media Studies,mixed,bottom_quartile,146339,262,65,1412,19,gbr,University of Strathclyde,UK
263,"Cammaerts, Bart",Communication & Media Studies,mixed,bottom_quartile,147632,271,47,1548,23,gbr,London School of Economics and Political Science,UK
264,"Bucher, Taina",Communication & Media Studies,mixed,bottom_quartile,145069,258,14,2736,11,nor,Universitetet i Oslo,Other_Europe
265,"McLeod, Jack M.",Communication & Media Studies,mixed,bottom_quartile,147212,268,57,3943,29,usa,University of Wisconsin-Madison,USA
266,"Theocharis, Yannis",Communication & Media Studies,mixed,anomaly,171164,323,46,2391,25,deu,Technische Universität München,Other_Europe
267,"Chalaby, Jean K.",Communication & Media Studies,mixed,anomaly,171318,324,39,1171,19,gbr,"City St George's, University of London",UK
268,"Shome, Raka",Communication & Media Studies,mixed,anomaly,174782,336,28,1422,17,usa,Villanova University,USA
269,"van Doorn, Niels",Communication & Media Studies,mixed,anomaly,171391,325,28,1585,17,nld,Universiteit van Amsterdam,Other_Europe
270,"Fiske, John",Communication & Media Studies,mixed,anomaly,172112,329,34,1779,13,usa,University of Wisconsin-Madison,USA
271,"Ross, Karen",Communication & Media Studies,mixed,anomaly,171885,328,65,1531,21,gbr,Newcastle University,UK
272,"Hayden, Michael R.",Genetics & Heredity,journal_heavy,top_quartile,10691,31,899,72542,132,can,BC Children's Hospital Research Institute,Other
273,"van Bokhoven, Hans",Genetics & Heredity,journal_heavy,top_quartile,31733,174,328,24650,90,nld,Radboud University Medical Center,Other_Europe
274,"Zintzaras, Elias Α.",Genetics & Heredity,journal_heavy,top_quartile,26802,141,254,10382,55,grc,University of Thessaly,Other
275,"Schäffer, Alejandro A.",Genetics & Heredity,journal_heavy,top_quartile,17519,76,259,89501,77,usa,National Cancer Institute (NCI),USA
276,"Weber, James L.",Genetics & Heredity,journal_heavy,top_quartile,15593,61,200,24075,68,usa,Prevention Genetics,USA
277,"Mervis, Carolyn B.",Genetics & Heredity,journal_heavy,top_quartile,39587,209,157,16189,55,usa,University of Louisville,USA
278,"Turner, Claire Louise Susan",Genetics & Heredity,journal_heavy,bottom_quartile,133132,664,93,6225,39,gbr,University of Exeter,UK
279,"Boles, Richard G.",Genetics & Heredity,journal_heavy,bottom_quartile,161129,807,103,6289,41,usa,CT 06371,USA
280,"Boileau, Catherine R.",Genetics & Heredity,journal_heavy,bottom_quartile,153332,774,324,27941,78,fra,Université Paris Cité,Other_Europe
281,"Cox, Timothy C.",Genetics & Heredity,journal_heavy,bottom_quartile,143229,709,153,6680,44,usa,University of Washington School of Medicine,USA
282,"Viljoen, Dennis Lucy",Genetics & Heredity,journal_heavy,bottom_quartile,140261,694,118,5914,35,zaf,School of Pathology,Other
283,"Carey, Gregory",Genetics & Heredity,journal_heavy,bottom_quartile,182115,905,51,3161,25,usa,University of Colorado Boulder,USA
284,"Dean, John C.S.",Genetics & Heredity,journal_heavy,anomaly,183089,909,92,5177,33,gbr,University of Aberdeen,UK
285,"Carey, Gregory",Genetics & Heredity,journal_heavy,anomaly,182115,905,51,3161,25,usa,University of Colorado Boulder,USA
286,"Berg, Jonathan S.",Genetics & Heredity,journal_heavy,anomaly,172038,848,79,21047,44,usa,UNC School of Medicine,USA
287,"Wertz, Dorothy C.",Genetics & Heredity,journal_heavy,anomaly,181264,898,101,1641,23,usa,University of Massachusetts Chan Medical School,USA
288,"Lynch, Sally Ann",Genetics & Heredity,journal_heavy,anomaly,175783,869,237,12304,51,irl,Children's Health Ireland at Crumlin,Other_Europe
289,"Marth, Gábor T.",Genetics & Heredity,journal_heavy,anomaly,174320,855,165,88860,47,usa,The University of Utah,USA
290,"Wang, Xiao Jing",Neurology & Neurosurgery,journal_heavy,top_quartile,2466,234,184,28347,87,usa,New York University,USA
291,"LaFerla, Frank M.",Neurology & Neurosurgery,journal_heavy,top_quartile,5416,451,274,45111,106,usa,UCI School of Medicine,USA
292,"Crino, Peter B.",Neurology & Neurosurgery,journal_heavy,top_quartile,17011,1324,182,15554,66,usa,University of Maryland School of Medicine,USA
293,"Ingram, Donald K.",Neurology & Neurosurgery,journal_heavy,top_quartile,15913,1246,384,32210,80,usa,Pennington Biomedical Research Center,USA
294,"Bousser, Marchie Germaine",Neurology & Neurosurgery,journal_heavy,top_quartile,4828,412,615,60411,114,fra,Hôpital Lariboisiere AP-HP,Other_Europe
295,"van Praag, Henriette",Neurology & Neurosurgery,journal_heavy,top_quartile,17233,1341,89,23481,47,usa,Charles E. Schmidt College of Medicine,USA
296,"Quan, Ning",Neurology & Neurosurgery,journal_heavy,bottom_quartile,92955,5814,99,6946,42,usa,Florida Atlantic University,USA
297,"Bloomfield, Stewart A.",Neurology & Neurosurgery,journal_heavy,bottom_quartile,97047,6031,64,4164,38,usa,SUNY College of Optometry,USA
298,"Ikeda, Akio",Neurology & Neurosurgery,journal_heavy,bottom_quartile,108561,6675,451,11795,62,jpn,Graduate School of Medicine,Asia_Pacific
299,"Turski, Lechosław L.Z.Shtslsaw",Neurology & Neurosurgery,journal_heavy,bottom_quartile,117510,7156,188,10890,47,deu,Deutsches Zentrum für Neurodegenerative Erkrankungen,Other_Europe
300,"Hulette, Christine Marie",Neurology & Neurosurgery,journal_heavy,bottom_quartile,96216,5992,157,21141,65,usa,Duke University,USA
301,"Koskiniemi, Marjaleena",Neurology & Neurosurgery,journal_heavy,bottom_quartile,109550,6725,144,5086,40,fin,Haartman Institute,Other_Europe
302,"Sekhon, Lali H.S.",Neurology & Neurosurgery,journal_heavy,anomaly,127929,7687,69,3413,27,usa,Reno Orthopedic Clinic,USA
303,"Horner, Ronnie D.",Neurology & Neurosurgery,journal_heavy,anomaly,123189,7454,182,6634,44,usa,University of Nebraska Medical Center,USA
304,"Middleton, Frank A.",Neurology & Neurosurgery,journal_heavy,anomaly,124765,7537,178,21239,61,usa,SUNY Upstate Medical University,USA
305,"Bannon, Michael John",Neurology & Neurosurgery,journal_heavy,anomaly,126854,7634,116,4627,40,usa,Wayne State University School of Medicine,USA
306,"Otten, Uwe H.",Neurology & Neurosurgery,journal_heavy,anomaly,123467,7465,181,8206,52,che,Universität Basel,Other_Europe
307,"Hilton, David A.",Neurology & Neurosurgery,journal_heavy,anomaly,125164,7555,121,7634,38,gbr,University Hospitals Plymouth NHS Trust,UK
308,"Langanke, Karlheinz",Nuclear & Particle Physics,journal_heavy,top_quartile,30418,513,373,16810,69,deu,GSI Helmholtz Centre for Heavy Ion Research GmbH,Other_Europe
309,"Kiritsis, E. B.",Nuclear & Particle Physics,journal_heavy,top_quartile,23407,358,187,10094,58,fra,APC - AstroParticule et Cosmologie,Other_Europe
310,"Heinz, Ulrich W.",Nuclear & Particle Physics,journal_heavy,top_quartile,8612,111,342,22525,75,usa,The Ohio State University,USA
311,"Mrówczyński, Stanisław",Nuclear & Particle Physics,journal_heavy,top_quartile,40280,685,222,8712,51,pol,National Centre for Nuclear Research (NCBJ),Other_Europe
312,"Brodsky, Stanley J.",Nuclear & Particle Physics,journal_heavy,top_quartile,3202,40,530,34921,93,usa,SLAC National Accelerator Laboratory,USA
313,"Antoniadis, Ignatios",Nuclear & Particle Physics,journal_heavy,top_quartile,5149,67,398,20207,66,tha,Chulalongkorn University,Asia_Pacific
314,"Bazilevskaya, Galina A.",Nuclear & Particle Physics,journal_heavy,bottom_quartile,172193,3061,333,9480,39,rus,P.N. Lebedev Physical Institute of the Russian Academy of Sciences,Other
315,"Meier, Karlheinz H.",Nuclear & Particle Physics,journal_heavy,bottom_quartile,163766,2906,1087,87134,133,deu,Universität Heidelberg,Other_Europe
316,"Husain, V.",Nuclear & Particle Physics,journal_heavy,bottom_quartile,149085,2659,117,2003,27,can,University of New Brunswick,Other
317,"Kobakhidze, Archil B.",Nuclear & Particle Physics,journal_heavy,bottom_quartile,184665,3307,121,2482,28,aus,The University of Sydney,Asia_Pacific
318,"Maillet, Jean Michel",Nuclear & Particle Physics,journal_heavy,bottom_quartile,144950,2588,74,3539,34,fra,École Normale Supérieure de Lyon,Other_Europe
319,"Pedram, Pouria",Nuclear & Particle Physics,journal_heavy,bottom_quartile,146459,2615,67,1652,24,irn,"Islamic Azad University, Science and Research Branch",Other
320,"Yee, Ho Ung",Nuclear & Particle Physics,journal_heavy,anomaly,192989,3463,99,4383,35,usa,University of Illinois at Chicago,USA
321,"Blankenbeclér, Richard",Nuclear & Particle Physics,journal_heavy,anomaly,195414,3522,119,2703,24,usa,SLAC National Accelerator Laboratory,USA
322,"Sehgal, Lalit M.",Nuclear & Particle Physics,journal_heavy,anomaly,194855,3511,120,2745,25,deu,Rheinisch-Westfälische Technische Hochschule Aachen,Other_Europe
323,"Oz, Yaron",Nuclear & Particle Physics,journal_heavy,anomaly,202617,3641,164,8259,35,isr,Tel Aviv University,Other
324,"HájícĚk, Peter",Nuclear & Particle Physics,journal_heavy,anomaly,197391,3550,90,1185,19,che,University of Bern,Other_Europe
325,"Graesser, Michael L.",Nuclear & Particle Physics,journal_heavy,anomaly,207337,3708,56,3948,31,usa,Los Alamos National Laboratory Theoretical Division,USA
326,"Grushin, Vladimir V.",Organic Chemistry,journal_heavy,top_quartile,14723,335,124,11104,53,esp,Barcelona Institute of Science and Technology (BIST),Other_Europe
327,"Jaouen, Gèrard E.",Organic Chemistry,journal_heavy,top_quartile,27683,584,450,14517,59,fra,École Nationale Supérieure de Chimie de Paris,Other_Europe
328,"Yoon, Tehshik P.",Organic Chemistry,journal_heavy,top_quartile,19068,409,119,19196,56,usa,University of Wisconsin-Madison,USA
329,"Brünner, Henri",Organic Chemistry,journal_heavy,top_quartile,16864,371,527,9577,46,deu,Universität Regensburg,Other_Europe
330,"Stephan, Douglas W.",Organic Chemistry,journal_heavy,top_quartile,1038,31,605,39083,95,can,University of Toronto,Other
331,"Carpentier, Jean François",Organic Chemistry,journal_heavy,top_quartile,25013,522,422,18242,71,fra,Institut des Sciences Chimiques de Rennes,Other_Europe
332,"Chen, Yi",Organic Chemistry,journal_heavy,bottom_quartile,182243,3158,128,2343,26,chn,University of Chinese Academy of Sciences,Asia_Pacific
333,"Vanderwal, Christopher D.",Organic Chemistry,journal_heavy,bottom_quartile,196522,3407,100,3478,36,usa,"University of California, Irvine",USA
334,"Klumpp, Douglas A.",Organic Chemistry,journal_heavy,bottom_quartile,185413,3232,106,2798,28,usa,Northern Illinois University,USA
335,"Sheppard, Tom D.",Organic Chemistry,journal_heavy,bottom_quartile,183974,3194,94,3909,33,gbr,University College London,UK
336,"Guo, Zhongwu",Organic Chemistry,journal_heavy,bottom_quartile,162769,2854,232,4899,37,usa,College of Liberal Arts and Sciences,USA
337,"Lukasik, Rafal M.",Organic Chemistry,journal_heavy,bottom_quartile,192751,3345,115,7972,44,pol,Sieć Badawcza Łukasiewicz,Other_Europe
338,"Kirby, Gordon W.",Organic Chemistry,journal_heavy,anomaly,228610,3975,171,2053,23,gbr,University of Glasgow,UK
339,"Mioskowski, Charles",Organic Chemistry,journal_heavy,anomaly,220196,3813,392,13622,52,fra,UMR 7199,Other_Europe
340,"Shapiro, Pamela J.",Organic Chemistry,journal_heavy,anomaly,230301,4005,48,2615,24,usa,University of Idaho,USA
341,"Huang, Yuanbiao",Organic Chemistry,journal_heavy,anomaly,230493,4008,117,10077,52,chn,University of Chinese Academy of Sciences,Asia_Pacific
342,"Griffey, Richard H.",Organic Chemistry,journal_heavy,anomaly,216847,3765,153,8339,45,usa,Leidos Inc.,USA
343,"Senn, Hans Martin",Organic Chemistry,journal_heavy,anomaly,220799,3824,53,4632,26,gbr,University of Glasgow,UK
344,"Das, D. K.",Biochemistry & Molecular Biology,journal_heavy,top_quartile,7118,310,711,27935,90,ind,"GLA University, Mathura",Asia_Pacific
345,"Schmid, Franz Xaver",Biochemistry & Molecular Biology,journal_heavy,top_quartile,24713,1042,294,13094,63,deu,Universität Bayreuth,Other_Europe
346,"Nicholson, Donald W.",Biochemistry & Molecular Biology,journal_heavy,top_quartile,8511,382,152,33793,72,can,Merck Frosst,Other
347,"Taniguchi, Naoyuki",Biochemistry & Molecular Biology,journal_heavy,top_quartile,11279,498,1011,40284,99,jpn,Osaka International Cancer Institute,Asia_Pacific
348,"Deisenhofer, Johann",Biochemistry & Molecular Biology,journal_heavy,top_quartile,12418,552,131,23090,66,usa,UT Southwestern Medical Center,USA
349,"Yeates, Todd O.",Biochemistry & Molecular Biology,journal_heavy,top_quartile,18696,833,209,23100,69,usa,"University of California, Los Angeles",USA
350,"Eaton, Philip J.",Biochemistry & Molecular Biology,journal_heavy,bottom_quartile,96996,3619,118,6291,42,gbr,Barts and The London School of Medicine and Dentistry,UK
351,"Jansonius, Johan N.",Biochemistry & Molecular Biology,journal_heavy,bottom_quartile,123810,4486,105,6955,45,che,"Biozentrum, Universität Basel",Other_Europe
352,"Whitfield, James F.",Biochemistry & Molecular Biology,journal_heavy,bottom_quartile,99212,3691,268,4850,35,can,National Research Council Canada,Other
353,"Cowan-Jacob, Sandra W.",Biochemistry & Molecular Biology,journal_heavy,bottom_quartile,102942,3807,67,23285,44,che,Novartis International AG,Other_Europe
354,"Saba, Julie D.",Biochemistry & Molecular Biology,journal_heavy,bottom_quartile,104549,3861,102,6037,48,usa,UCSF School of Medicine,USA
355,"Lanďer, Harry M.",Biochemistry & Molecular Biology,journal_heavy,bottom_quartile,113073,4142,40,4864,24,usa,Weill Cornell Medicine,USA
356,"Momoi, Takashi",Biochemistry & Molecular Biology,journal_heavy,anomaly,125028,4528,149,6893,45,jpn,Tokyo Medical University,Asia_Pacific
357,"Laine, Roger A.",Biochemistry & Molecular Biology,journal_heavy,anomaly,121825,4415,149,4152,32,usa,Louisiana State University,USA
358,"Holz, Ronald W.",Biochemistry & Molecular Biology,journal_heavy,anomaly,123920,4489,141,5038,38,usa,University of Michigan Medical School,USA
359,"Milstien, Sheldon",Biochemistry & Molecular Biology,journal_heavy,anomaly,125217,4529,233,26984,87,usa,VCU School of Medicine,USA
360,"Salomon, Yoram",Biochemistry & Molecular Biology,journal_heavy,anomaly,123724,4482,119,4696,31,isr,Weizmann Institute of Science Israel,Other
361,"Smith, Clyde A.",Biochemistry & Molecular Biology,journal_heavy,anomaly,124514,4505,107,5549,39,usa,Stanford University,USA
362,"Tricot, Guido J.K.",Immunology,journal_heavy,top_quartile,21003,712,389,31171,88,usa,Winthrop P. Rockefeller Cancer Institute,USA
363,"Alter, Blanche P.",Immunology,journal_heavy,top_quartile,17427,604,262,13817,63,usa,Harvard Medical School,USA
364,"Brown, Gordon D.A.",Immunology,journal_heavy,top_quartile,3278,121,351,45280,108,gbr,University of Exeter,UK
365,"Dick, John E.",Immunology,journal_heavy,top_quartile,5418,209,260,52671,99,can,University Health Network,Other
366,"Erlich, Henry A.",Immunology,journal_heavy,top_quartile,10416,381,467,51721,95,usa,UCSF Benioff Children's Hospital Oakland,USA
367,"Samelson, Lawrence E.",Immunology,journal_heavy,top_quartile,23513,784,213,19602,72,usa,National Cancer Institute (NCI),USA
368,"Haferlach, Claudia",Immunology,journal_heavy,bottom_quartile,128593,3280,411,24552,80,deu,MLL Münchner Leukämielabor GmbH,Other_Europe
369,"Zent, Clive S.",Immunology,journal_heavy,bottom_quartile,124072,3172,177,7854,53,usa,University of Rochester Medical Center,USA
370,"t Hart, Bert A. Adriaan T.",Immunology,journal_heavy,bottom_quartile,102650,2689,195,8364,53,nld,Amsterdam UMC - University of Amsterdam,Other_Europe
371,"von den Borne, Albert E.G.Kr",Immunology,journal_heavy,bottom_quartile,106519,2777,389,13953,63,nld,Universiteit van Amsterdam,Other_Europe
372,"Ansel, Karl Mark",Immunology,journal_heavy,bottom_quartile,113505,2949,94,13604,49,usa,"University of California, San Francisco",USA
373,"Reiffers, Josy J.",Immunology,journal_heavy,bottom_quartile,132168,3368,467,25112,68,fra,Institut Bergonie,Other_Europe
374,"Kayagaki, Nobuhiko",Immunology,journal_heavy,anomaly,142464,3577,104,21190,60,usa,"Genentech, Inc",USA
375,"Abraham, Soman N.",Immunology,journal_heavy,anomaly,137873,3490,191,13893,66,usa,Duke University School of Medicine,USA
376,"Desiderio, Stephen V.",Immunology,journal_heavy,anomaly,138444,3498,94,5442,40,usa,Johns Hopkins University School of Medicine,USA
377,"Mitchell, Beverly S.",Immunology,journal_heavy,anomaly,146276,3642,147,6975,48,usa,Stanford Cancer Institute,USA
378,"Medvedev, Andrei E.",Immunology,journal_heavy,anomaly,140716,3540,59,5327,36,usa,UConn Health,USA
379,"Kastelein, Robert A.",Immunology,journal_heavy,anomaly,144102,3607,134,47369,78,usa,Synthekine,USA
380,"Nosanchuk, Joshua Daniel",Microbiology,journal_heavy,top_quartile,38124,972,353,17803,71,usa,Albert Einstein College of Medicine,USA
381,"Tebo, Bradley M.",Microbiology,journal_heavy,top_quartile,32451,825,170,13330,67,usa,Oregon Health & Science University,USA
382,"Stackebrandt, Erko",Microbiology,journal_heavy,top_quartile,4249,97,669,46776,96,deu,INHOFFENSTRASSE 7,Other_Europe
383,"Daniel, Rolf",Microbiology,journal_heavy,top_quartile,26745,666,455,18419,69,deu,Georg-August-Universität Göttingen,Other_Europe
384,"Ergönül, Önder Onder",Microbiology,journal_heavy,top_quartile,42336,1065,246,8626,47,tur,VKV Amerikan Hastanesi,Other
385,"Tolker-Nielsen, Tim",Microbiology,journal_heavy,top_quartile,32465,826,195,20633,75,dnk,Københavns Universitet,Other_Europe
386,"Kuusela, Pentti I.",Microbiology,journal_heavy,bottom_quartile,195638,4619,131,4229,36,fin,Helsinki University Hospital,Other_Europe
387,"Patick, Amy K.",Microbiology,journal_heavy,bottom_quartile,178275,4266,78,8128,42,usa,Amplyx Pharmaceuticals,USA
388,"Owen, Andrew",Microbiology,journal_heavy,bottom_quartile,172387,4109,317,8877,48,gbr,University of Liverpool,UK
389,"Gemmell, Curtis G.",Microbiology,journal_heavy,bottom_quartile,145691,3510,139,4082,35,gbr,"School of Medicine, Dentistry & Nursing",UK
390,"Manter, Daniel K.",Microbiology,journal_heavy,bottom_quartile,188716,4468,110,7908,42,usa,USDA ARS Sugarbeet Research Unit,USA
391,"Obrig, Tom G.",Microbiology,journal_heavy,bottom_quartile,164331,3897,70,3621,34,usa,University of Maryland School of Medicine,USA
392,"Dang, Hongyue",Microbiology,journal_heavy,anomaly,190117,4506,80,4660,36,chn,State Key Laboratory of Marine Environmental Science,Asia_Pacific
393,"Yabuuchi, Eiko",Microbiology,journal_heavy,anomaly,202780,4764,98,7332,28,jpn,Gifu University School of Medicine,Asia_Pacific
394,"Vogels, Godfried D.",Microbiology,journal_heavy,anomaly,192033,4552,246,5042,38,nld,Radboud Universiteit,Other_Europe
395,"Andrews, John H.",Microbiology,journal_heavy,anomaly,189795,4497,48,2000,22,usa,University of Wisconsin-Madison,USA
396,"Albertsen, Mads",Microbiology,journal_heavy,anomaly,194195,4591,89,11546,47,dnk,Aalborg University,Other_Europe
397,"Hetherington, Seth V.",Microbiology,journal_heavy,anomaly,206652,4833,68,3682,27,usa,"Genocea Biosciences, Inc.",USA
398,"Butler, Virginia L.",Archaeology,book_heavy,anomaly,299723,411,41,1502,18,usa,Portland State University,USA
399,"Shagan, Ethan Howard",History,book_heavy,anomaly,538649,388,21,473,10,usa,"University of California, Berkeley",USA
400,"Harris, Jonathan Gil",Literary Studies,book_heavy,anomaly,788349,398,12,425,6,usa,The George Washington University,USA
401,"Herring, Scott",Literary Studies,book_heavy,anomaly,791365,405,20,344,8,usa,Indiana University,USA
402,"Merricks, Trenton",Philosophy,book_heavy,anomaly,229623,279,31,992,15,usa,University of Virginia,USA
403,"Fishkin, Shelley Fisher",Literary Studies,book_heavy,anomaly,787459,396,33,482,6,usa,Stanford University,USA
