sample_id,authfull,sm-subfield-1,field_type,sample_stratum,rank_global,rank_in_field,scopus_pubs,scopus_citations,scopus_h_index,country,institution,region
404,"Davin, Anna",History,book_heavy,anomaly,545088,401,18,728,7,usa,Binghamton University State University of New York,USA
405,"Conkey, Margaret W.",Archaeology,book_heavy,anomaly,297477,406,38,1065,16,usa,"University of California, Berkeley",USA
406,"Scholz, Trebor","Art Practice, History & Theory",book_heavy,anomaly,1134242,49,12,414,4,usa,The New School,USA
407,"Camp, Elisabeth H.",Philosophy,book_heavy,anomaly,227907,275,24,1073,15,usa,Rutgers University,USA
408,"Hale, Charles R.",Anthropology,book_heavy,anomaly,139826,188,22,2519,13,usa,"University of California, Santa Barbara",USA
409,"von Cramon-Taubadel, Noreen",Anthropology,book_heavy,anomaly,140458,189,62,2672,30,usa,"University at Buffalo, The State University of New York",USA
410,"van Dyke, Ruth M.",Archaeology,book_heavy,anomaly,322187,447,29,725,15,usa,Binghamton University State University of New York,USA
411,"Thomas, David Hurst",Archaeology,book_heavy,anomaly,297061,405,75,916,17,usa,American Museum of Natural History,USA
412,"Strait, David S.",Anthropology,book_heavy,anomaly,139453,187,94,4410,36,usa,Washington University in St. Louis,USA
413,"Keeley, Lawrence H.",Archaeology,book_heavy,anomaly,300013,412,25,1212,14,usa,University of Illinois at Chicago,USA
414,"Kornblith, Hilary",Philosophy,book_heavy,anomaly,232447,285,51,960,16,usa,University of Massachusetts Amherst,USA
415,"Ticktin, Miriam I.",Anthropology,book_heavy,anomaly,141429,192,30,2292,13,usa,City University of New York’s,USA
416,"Graburn, Nelson H.H.",Anthropology,book_heavy,anomaly,142954,195,80,1821,20,usa,"University of California, Berkeley",USA
417,"Mathur, Saloni","Art Practice, History & Theory",book_heavy,anomaly,1102535,45,21,224,7,usa,University of California,USA
418,"Kappelman, John W.",Anthropology,book_heavy,anomaly,144925,197,65,2638,31,usa,The University of Texas at Austin,USA
419,"Bauer, Ralph",Literary Studies,book_heavy,anomaly,795283,407,32,298,10,usa,"University of Maryland, College Park",USA
420,"Hollywood, Amy M.",Religions & Theology,book_heavy,anomaly,567008,229,37,395,11,usa,Harvard Divinity School,USA
421,"Roxburgh, David J.","Art Practice, History & Theory",book_heavy,anomaly,1112087,47,23,195,8,usa,Harvard University,USA
422,"Miller, Donald E.",Religions & Theology,book_heavy,anomaly,563382,227,27,804,8,usa,University of Southern California,USA
423,"Possamai, Adam M.",Religions & Theology,book_heavy,bottom_quartile,488943,173,86,678,14,aus,Western Sydney University,Asia_Pacific
424,"Hopkins, Keith",Classics,book_heavy,bottom_quartile,346705,60,12,973,9,hkg,The University of Hong Kong,Asia_Pacific
425,"Edele, Mark",History,book_heavy,bottom_quartile,514943,356,37,481,12,aus,University of Melbourne,Asia_Pacific
426,"Boulton, Jeremy P.",History,book_heavy,bottom_quartile,479760,303,28,554,11,aus,"The University of Newcastle, Australia",Asia_Pacific
427,"Mackay, Alex",Archaeology,book_heavy,bottom_quartile,256010,320,59,1936,22,aus,University of Wollongong,Asia_Pacific
428,"Wadiwel, Dinesh Joseph",Literary Studies,book_heavy,bottom_quartile,703169,328,28,399,9,aus,The University of Sydney,Asia_Pacific
429,"Clendinnen, Inga",History,book_heavy,bottom_quartile,523698,374,14,527,9,aus,La Trobe University,Asia_Pacific
430,"Holdaway, Simon J.",Archaeology,book_heavy,bottom_quartile,253735,317,82,2039,27,nzl,The University of Auckland,Asia_Pacific
431,"Turner-Walker, Gordon",Archaeology,book_heavy,bottom_quartile,244617,301,37,2465,22,twn,National Yunlin University of Science and Technology,Asia_Pacific
432,"Petchey, Fiona J.",Archaeology,book_heavy,bottom_quartile,278526,363,99,3220,29,nzl,The University of Waikato,Asia_Pacific
433,"Bueno, Ot´avio A.",Philosophy,book_heavy,bottom_quartile,206767,243,117,1404,18,jpn,Tohoku University,Asia_Pacific
434,"Diprose, Rosalyn",Literary Studies,book_heavy,bottom_quartile,755664,369,32,352,11,aus,UNSW Sydney,Asia_Pacific
435,"Bocquet-Appel, Jean Pierre",Anthropology,book_heavy,bottom_quartile,122671,161,45,2690,25,chn,Jinan University,Asia_Pacific
436,"Copeland, B. Jack",Philosophy,book_heavy,bottom_quartile,187127,211,61,1277,18,nzl,University of Canterbury,Asia_Pacific
437,"Buckley, Hallie R.",Archaeology,book_heavy,bottom_quartile,267344,341,132,3051,32,nzl,School of Biomedical Sciences,Asia_Pacific
438,"Armstrong, Philip",Literary Studies,book_heavy,bottom_quartile,698233,325,21,404,8,nzl,University of Canterbury,Asia_Pacific
439,"Kukathas, Chandran",Philosophy,book_heavy,bottom_quartile,202966,239,49,1376,13,sgp,Singapore Management University,Asia_Pacific
440,"Aubert, Maxime",Archaeology,book_heavy,bottom_quartile,290267,392,63,3497,30,aus,Griffith University,Asia_Pacific
441,"Hanihara, Tsunehiko",Anthropology,book_heavy,bottom_quartile,115110,149,84,3881,32,jpn,Kitasato University,Asia_Pacific
442,"Mackenzie, Catriona",Philosophy,book_heavy,bottom_quartile,184517,206,51,1796,19,aus,Macquarie University,Asia_Pacific
443,"Dawson, P. A.",Literary Studies,book_heavy,bottom_quartile,769464,377,21,347,8,aus,UNSW Sydney,Asia_Pacific
444,"Grusin, Richard",Literary Studies,book_heavy,top_quartile,334080,82,20,1163,8,usa,Wayne State University,USA
445,"Shea, John J.",Archaeology,book_heavy,top_quartile,45574,34,65,3490,35,usa,Stony Brook University,USA
446,"Mignolo, Walter D.",Literary Studies,book_heavy,top_quartile,16555,2,79,9251,25,usa,Duke University,USA
447,"Mazower, Mark",History,book_heavy,top_quartile,221331,46,31,1467,11,usa,Columbia University,USA
448,"Fine, Kit",Philosophy,book_heavy,top_quartile,22583,15,102,4554,36,usa,New York University,USA
449,"Buck-Morss, Susan",Literary Studies,book_heavy,top_quartile,293802,69,26,1234,9,usa,Cornell University,USA
450,"Hodder, Ian",Archaeology,book_heavy,top_quartile,27032,20,114,5938,33,usa,The Ohio State University,USA
451,"Hansen, Miriam Bratu",Literary Studies,book_heavy,top_quartile,280389,62,18,1061,11,usa,The University of Chicago,USA
452,"Faraone, Christopher Athanasious",Classics,book_heavy,top_quartile,170833,12,70,1231,19,usa,The University of Chicago,USA
453,"Glascock, Michael D.",Archaeology,book_heavy,top_quartile,93158,70,342,7235,43,usa,University of Missouri,USA
454,"Tomlins, Christopher L.",History,book_heavy,top_quartile,292008,80,68,849,13,usa,Berkeley Law School,USA
455,"Piperno, Dolores R.",Archaeology,book_heavy,top_quartile,20844,10,112,9642,54,usa,Smithsonian National Museum of Natural History,USA
456,"Smith, Christian S.",Religions & Theology,book_heavy,top_quartile,79878,7,55,4280,29,usa,University of Notre Dame,USA
457,"Wolfson, Elliot R.",Religions & Theology,book_heavy,top_quartile,176575,26,91,1107,19,usa,"University of California, Santa Barbara",USA
458,"Oushakine, Serguei Alex",Literary Studies,book_heavy,top_quartile,217980,44,49,1073,15,usa,Princeton University,USA
459,"Puar, Jasbir Kaur",Literary Studies,book_heavy,top_quartile,162406,25,29,1813,14,usa,Rutgers University–New Brunswick,USA
460,"Westad, Odd Arne",History,book_heavy,top_quartile,169412,22,48,2023,14,usa,Yale University,USA
461,"White, Tim D.",Anthropology,book_heavy,top_quartile,27643,19,139,11611,56,usa,"University of California, Berkeley",USA
462,"Saitō, Yuriko","Art Practice, History & Theory",book_heavy,top_quartile,341401,3,30,888,10,usa,Rhode Island School of Design,USA
463,"Maier, Charles S.",History,book_heavy,top_quartile,254710,64,47,1345,10,usa,Harvard University,USA
464,"Soames, Scott",Philosophy,book_heavy,top_quartile,79169,67,87,2033,26,usa,University of Southern,USA
465,"Hofman, Diego M.",Nuclear & Particle Physics,journal_heavy,anomaly,189552,3403,32,2900,26,nld,Institute for Theoretical Physics Amsterdam,Other_Europe
466,"Bengtsson, Ragnar",Nuclear & Particle Physics,journal_heavy,anomaly,200493,3607,85,4198,29,swe,Lunds Tekniska Högskola,Other_Europe
467,"Cheeseman, Kevin H.",Biochemistry & Molecular Biology,journal_heavy,anomaly,128223,4626,70,8463,26,swe,Medical Department,Other_Europe
468,"Linet, Bernard",Nuclear & Particle Physics,journal_heavy,anomaly,193651,3486,58,1352,18,fra,Université de Tours,Other_Europe
469,"Penders, John",Microbiology,journal_heavy,anomaly,195432,4614,166,12622,54,nld,"Faculty of Health, Medicine and Life Sciences",Other_Europe
470,"Bloch, Claude",Nuclear & Particle Physics,journal_heavy,anomaly,227918,4074,11,2164,15,fra,CEA Saclay,Other_Europe
471,"de Lange, Floris P.",Neurology & Neurosurgery,journal_heavy,anomaly,124827,7541,180,12343,61,nld,"Donders Institute for Brain, Cognition and Behaviour",Other_Europe
472,"Porro, Carlo Adolfo",Neurology & Neurosurgery,journal_heavy,anomaly,123606,7472,136,6300,38,ita,Università degli Studi di Modena e Reggio Emilia,Other_Europe
473,"Prűtz, Walter A.",Biochemistry & Molecular Biology,journal_heavy,anomaly,129121,4659,50,2072,25,deu,Universität Freiburg,Other_Europe
474,"Dotsenko, Vladimir S.",Nuclear & Particle Physics,journal_heavy,anomaly,190029,3409,46,2350,17,fra,Sorbonne Université,Other_Europe
475,"Rousseau, Gérard",Organic Chemistry,journal_heavy,anomaly,223430,3878,85,1973,24,fra,Université Paris-Saclay,Other_Europe
476,"Kayser, Fritz H.",Microbiology,journal_heavy,anomaly,201909,4747,174,2928,29,che,Universität Zürich,Other_Europe
477,"Dyson, Paul J.",Organic Chemistry,journal_heavy,anomaly,215954,3752,57,7454,36,che,Institut des Sciences et Ingénierie Chimiques,Other_Europe
478,"Hoppe, Walther",Organic Chemistry,journal_heavy,anomaly,239532,4166,104,1413,18,deu,Max-Planck-Institut für Biochemie,Other_Europe
479,"Rossi, Filippo",Biochemistry & Molecular Biology,journal_heavy,anomaly,121587,4405,151,5830,34,ita,Università degli Studi di Verona,Other_Europe
480,"Goffin, Jan",Neurology & Neurosurgery,journal_heavy,anomaly,128411,7709,193,6571,45,bel,KU Leuven– University Hospital Leuven,Other_Europe
481,"Silvanto, Juha",Neurology & Neurosurgery,journal_heavy,bottom_quartile,99147,6159,101,5003,40,mac,University of Macau,Other
482,"Bendikov, Michael",Organic Chemistry,journal_heavy,bottom_quartile,204617,3545,92,9286,49,isr,Weizmann Institute of Science Israel,Other
483,"Stockler-Ipsirogu, Sylvia G.",Genetics & Heredity,journal_heavy,bottom_quartile,157126,791,248,7665,47,can,BC Children's Hospital Research Institute,Other
484,"Cheyne, Douglas Owen",Neurology & Neurosurgery,journal_heavy,bottom_quartile,105251,6484,129,5720,41,can,University of Toronto,Other
485,"Szechtman, Henry",Neurology & Neurosurgery,journal_heavy,bottom_quartile,114599,6988,170,6730,49,can,McMaster University,Other
486,"Rodríguez, Luís Felipe",Astronomy & Astrophysics,journal_heavy,bottom_quartile,85067,1390,335,11709,56,mex,Instituto de Radioastronomía y Astrofísica,Other
487,"Michaud, Jacques L.",Genetics & Heredity,journal_heavy,bottom_quartile,128555,645,131,11842,56,can,CHU Sainte-Justine - Le Centre Hospitalier Universitaire Mère-Enfant,Other
488,"Ginsburg, Isaac",Immunology,journal_heavy,bottom_quartile,99987,2630,199,3205,30,isr,Hebrew University of Jerusalem,Other
489,"Paredes, Raúl G.",Neurology & Neurosurgery,journal_heavy,bottom_quartile,108461,6673,133,3655,32,mex,"Instituto de Neurobiología, UNAM",Other
490,"Krćméry, Vladimír C.",Microbiology,journal_heavy,bottom_quartile,170799,4076,360,4235,31,svk,"Vysoká škola zdravotníctva a sociálnej práce sv. Alžbety, Bratislava",Other
491,"Mohamadpour, Farzaneh",Organic Chemistry,journal_heavy,bottom_quartile,183276,3175,107,1150,20,irn,School of Advanced Medical Sciences and Technologies,Other
492,"Constantinou-Deltas, Constantinos D.",Genetics & Heredity,journal_heavy,bottom_quartile,132131,660,174,7252,42,cyp,University of Cyprus,Other
493,"Miller, Ariel",Neurology & Neurosurgery,journal_heavy,bottom_quartile,117872,7182,148,9052,47,isr,Technion - Israel Institute of Technology,Other
494,"Dolenc, Vinko V.",Neurology & Neurosurgery,journal_heavy,bottom_quartile,112804,6901,135,2799,24,svn,Univerzitetni Klinični Center Ljubljana,Other
495,"Ikot, Akpan Ndem",Nuclear & Particle Physics,journal_heavy,bottom_quartile,157894,2815,246,3735,30,nga,University of Port Harcourt,Other
496,"Wylie, Douglas R.Wong",Neurology & Neurosurgery,journal_heavy,bottom_quartile,116773,7121,147,4504,41,can,University of Alberta,Other
497,"Friesen, Richard W.",Organic Chemistry,journal_heavy,bottom_quartile,194012,3371,76,3735,34,can,Merck Frosst,Other
498,"Dunsby, Peter K.S.",Nuclear & Particle Physics,journal_heavy,bottom_quartile,161575,2876,132,4030,37,zaf,North-West University,Other
499,"Ebrahimi, Bashir Mahdi",Electrical & Electronic Engineering,journal_heavy,bottom_quartile,514525,2057,57,2548,26,irn,University of Tehran,Other
500,"Benard, Gil",Microbiology,journal_heavy,bottom_quartile,180790,4312,170,4368,35,bra,Universidade de São Paulo,Other
501,"Podnar, Simon",Neurology & Neurosurgery,journal_heavy,bottom_quartile,114460,6983,130,2522,28,svn,Univerzitetni Klinični Center Ljubljana,Other
502,"Michalopoulos, Argyris S.",Microbiology,journal_heavy,bottom_quartile,159181,3779,116,6854,44,grc,Henry Dunant Hospital,Other
503,"Pivovarov, Alexei A.",Nuclear & Particle Physics,journal_heavy,bottom_quartile,170201,3020,125,3054,30,rus,Budker Institute of Nuclear Physics of the Siberian Branch of the RAS,Other
504,"Kzhyshkowska, Julia G.",Immunology,journal_heavy,bottom_quartile,112523,2921,195,8169,49,rus,Tomsk State University,Other
505,"Mitchell, Grant A.",Genetics & Heredity,journal_heavy,bottom_quartile,138452,692,246,14677,63,can,CHU Sainte-Justine - Le Centre Hospitalier Universitaire Mère-Enfant,Other
506,"Maxwell, Anthony",Biochemistry & Molecular Biology,journal_heavy,top_quartile,25840,1095,200,12104,63,gbr,Norwich Research Park,UK
507,"Andrews, N. J.",Microbiology,journal_heavy,top_quartile,28289,705,530,38686,92,gbr,UK Health Security Agency,UK
508,"Serpell, Louise C.",Biochemistry & Molecular Biology,journal_heavy,top_quartile,23121,990,178,18615,67,gbr,University of Sussex,UK
509,"Nelson, Jenny M.",Nuclear & Particle Physics,journal_heavy,top_quartile,2516,28,729,79056,147,gbr,Imperial College London,UK
510,"Teasdale, Graham Michael T.",Neurology & Neurosurgery,journal_heavy,top_quartile,9596,772,349,35893,78,gbr,"College of Medical, Veterinary & Life Sciences",UK
511,"Davies, Alun M.",Neurology & Neurosurgery,journal_heavy,top_quartile,15847,1241,194,13999,64,gbr,College of Biomedical and Life Sciences,UK
512,"Procter, David J.",Organic Chemistry,journal_heavy,top_quartile,42078,835,188,10747,62,gbr,Faculty of Science and Engineering,UK
513,"Bochmann, M.",Organic Chemistry,journal_heavy,top_quartile,9847,221,289,14365,64,gbr,University of East Anglia,UK
514,"McBRIDE, John W.",Electrical & Electronic Engineering,journal_heavy,top_quartile,177744,569,192,2408,25,gbr,University of Southampton,UK
515,"Jones, D. R.Timothy",Nuclear & Particle Physics,journal_heavy,top_quartile,47320,822,161,7252,42,gbr,University of Liverpool,UK
516,"Baker, Gus A.",Neurology & Neurosurgery,journal_heavy,top_quartile,19788,1520,271,21117,80,gbr,University of Liverpool,UK
517,"Herholz, Karl",Neurology & Neurosurgery,journal_heavy,top_quartile,13162,1041,331,23511,85,gbr,"Faculty of Biology, Medicine and Health",UK
518,"van Leeuwen, Floor",Astronomy & Astrophysics,journal_heavy,top_quartile,23552,308,130,23366,46,gbr,Institute of Astronomy,UK
519,"Mazzali, Paolo A.",Astronomy & Astrophysics,journal_heavy,top_quartile,24629,321,389,32944,99,gbr,Liverpool John Moores University,UK
520,"Jacobs, Patricia Ann",Genetics & Heredity,journal_heavy,top_quartile,25156,130,282,14505,69,gbr,"University of Southampton, Faculty of Medicine",UK
521,"Hughes, Richard A.C.",Neurology & Neurosurgery,journal_heavy,top_quartile,3611,318,436,33783,91,gbr,UCL Queen Square Institute of Neurology,UK
522,"Murshudov, Garib N.",Biochemistry & Molecular Biology,journal_heavy,top_quartile,24932,1054,114,51216,53,gbr,The Medical Research Council Laboratory of Molecular Biology,UK
523,"Poliakoff, Martyn",Organic Chemistry,journal_heavy,top_quartile,30761,629,395,17034,62,gbr,University of Nottingham,UK
524,"Hunter, Christopher A.",Organic Chemistry,journal_heavy,top_quartile,3413,94,319,26130,73,gbr,University of Cambridge,UK
525,"Bhatia, Kailash P.",Neurology & Neurosurgery,journal_heavy,top_quartile,7064,596,892,54844,108,gbr,UCL Queen Square Institute of Neurology,UK
526,"Buchan, Alastair M.",Neurology & Neurosurgery,journal_heavy,top_quartile,21771,1652,321,37844,85,gbr,University of Oxford Medical Sciences Division,UK
527,"Openshaw, Peter J.M.",Immunology,journal_heavy,top_quartile,17176,596,413,28824,86,gbr,National Heart and Lung Institute,UK
528,"Jenkinson, Howard F.",Microbiology,journal_heavy,top_quartile,31233,794,177,11068,60,gbr,"University of Bristol, Faculty of Health Sciences",UK
529,"Palace, Jacqueline A.",Neurology & Neurosurgery,journal_heavy,top_quartile,20687,1583,407,35663,96,gbr,Oxford University Hospitals NHS Foundation Trust,UK
530,"MacLennan, Ian C.M.",Immunology,journal_heavy,top_quartile,17579,613,263,15199,59,gbr,University of Birmingham,UK
531,"Nairn, Karen M.",Education,mixed,anomaly,281823,2192,50,1272,20,nzl,University of Otago,Asia_Pacific
532,"Herrington, Jan",Education,mixed,anomaly,285636,2229,78,3145,22,aus,Murdoch University,Asia_Pacific
533,"McNeill, Donald",Geography,mixed,anomaly,103631,403,59,1840,25,aus,The University of Sydney,Asia_Pacific
534,"Lam, Shuifong",Education,mixed,anomaly,292798,2312,55,2296,24,hkg,The University of Hong Kong,Asia_Pacific
535,"Thussu, Daya Kishan",Communication & Media Studies,mixed,anomaly,165690,306,75,1499,17,hkg,Hong Kong Baptist University,Asia_Pacific
536,"Mason, Mark",Education,mixed,anomaly,282195,2200,43,879,15,chn,The Education University of Hong Kong,Asia_Pacific
537,"Hooke, Robert A.",Sociology,mixed,anomaly,108718,275,107,2500,21,hkg,The University of Hong Kong,Asia_Pacific
538,"Jacobs, Jane M.",Geography,mixed,anomaly,107740,413,49,2571,20,sgp,Yale-NUS College,Asia_Pacific
539,"Chang, Chaio Chen",Information & Library Sciences,mixed,anomaly,456934,333,23,895,12,twn,Taipei Medical University,Asia_Pacific
540,"Haque, M. Shamsul",Political Science & Public Administration,mixed,anomaly,125740,510,69,1502,22,sgp,National University of Singapore,Asia_Pacific
541,"Wilkins, David P.",Languages & Linguistics,mixed,anomaly,195924,475,33,4255,23,aus,The University of Adelaide,Asia_Pacific
542,"Sutherland-Smith, Wendy",Education,mixed,anomaly,287427,2252,45,1008,18,aus,Deakin University,Asia_Pacific
543,"Ladyshewsky, Richard K.",Education,mixed,anomaly,286267,2239,41,1180,19,aus,Curtin University,Asia_Pacific
544,"Michael J. Crozier, Michael J.",Geography,mixed,anomaly,104039,407,61,3135,22,nzl,Victoria University of Wellington,Asia_Pacific
545,"Wright, Scott",Communication & Media Studies,mixed,anomaly,166472,308,38,1688,22,aus,Monash University,Asia_Pacific
546,"Svallfors, Stefan",Sociology,mixed,anomaly,107749,271,41,2019,21,swe,Sociology,Other_Europe
547,"Mood, Carina",Sociology,mixed,anomaly,106665,270,27,2990,17,swe,Institutet för social forskning,Other_Europe
548,"Barros, Pedro Pita",Economics,mixed,anomaly,131984,1044,129,3150,28,prt,"Nova School of Business and Economics, Universidade Nova de Lisboa",Other_Europe
549,"Grimmer, Justin",Political Science & Public Administration,mixed,bottom_quartile,109921,440,38,3959,22,usa,Stanford University,USA
550,"McCarty, Nolan M.",Political Science & Public Administration,mixed,bottom_quartile,114715,462,58,3362,25,usa,Princeton University,USA
551,"Noell, George H.",Education,mixed,bottom_quartile,271135,2079,64,2303,26,usa,Old Dominion University,USA
552,"Tybout, James R.",Economics,mixed,bottom_quartile,116112,916,37,4365,20,usa,Pennsylvania State University,USA
553,"Hansen, David T.",Education,mixed,bottom_quartile,237590,1768,52,898,17,usa,Columbia University,USA
554,"Radford, Marie Louise",Information & Library Sciences,mixed,bottom_quartile,380073,270,47,1065,18,usa,Rutgers University–New Brunswick,USA
555,"Lewis, David E.",Political Science & Public Administration,mixed,bottom_quartile,109095,437,47,2869,29,usa,Vanderbilt University,USA
556,"Tripsas, Mary",Business & Management,mixed,bottom_quartile,126304,1245,17,4430,14,usa,"University of California, Santa Barbara",USA
557,"Niederle, Muriel",Economics,mixed,bottom_quartile,111562,880,42,5714,28,usa,Stanford University,USA
558,"Warren, Mark R.",Education,mixed,bottom_quartile,233677,1730,27,1376,13,usa,University of Massachusetts Boston,USA
559,"Fiedler, Fred E.",Business & Management,mixed,bottom_quartile,100052,979,74,2357,21,usa,University of Washington,USA
560,"Kang, Jerry",Law,mixed,bottom_quartile,281043,323,24,1591,12,usa,"University of California, Los Angeles",USA
561,"Beichner, Robert J.",Education,mixed,bottom_quartile,276481,2136,44,2690,20,usa,NC State University,USA
562,"Lopatovska, Irene V.",Information & Library Sciences,mixed,bottom_quartile,412913,294,52,1001,15,usa,Pratt Institute,USA
563,"Zahariadis, Nikolaos",Political Science & Public Administration,mixed,bottom_quartile,102389,397,90,2470,25,usa,Rhodes College,USA
564,"Rounds, James B.",Business & Management,mixed,bottom_quartile,126346,1246,103,6364,41,usa,University of Illinois Urbana-Champaign,USA
565,"Fernández-Villaverde, Jesús",Economics,mixed,bottom_quartile,120385,945,57,3613,28,usa,University of Pennsylvania,USA
566,"Foster, Andrew D.",Economics,mixed,bottom_quartile,102759,815,65,4499,31,usa,Brown University,USA
567,"Combes, Pierre Philippe",Economics,mixed,bottom_quartile,108540,858,43,4399,23,fra,Département d'Economie Sciences Po,Other_Europe
568,"Strielkowski, Wadim",Economics,mixed,bottom_quartile,108517,857,256,4217,38,cze,Czech University of Life Sciences Prague,Other_Europe
569,"Gijbels, David",Education,mixed,bottom_quartile,236084,1754,99,4629,29,bel,Universiteit Antwerpen,Other_Europe
570,"Baccaro, Lucio",Political Science & Public Administration,mixed,bottom_quartile,123924,499,61,2884,25,deu,Max Planck Institute for the Study of Societies,Other_Europe
571,"Jongbloed, Ben W.A.",Education,mixed,bottom_quartile,258316,1949,48,1693,16,nld,Universiteit Twente,Other_Europe
572,"Roland, Erling",Education,mixed,bottom_quartile,273056,2095,29,1351,17,nor,Universitetet i Stavanger,Other_Europe
573,"Glock, Sabine",Education,mixed,bottom_quartile,233893,1731,77,1678,26,deu,Bergische Universität Wuppertal,Other_Europe
574,"Martens, Kerstin",Education,mixed,bottom_quartile,262952,1993,50,1273,19,deu,Universität Bremen,Other_Europe
575,"Kirschner, Paul A.",Education,mixed,top_quartile,7300,28,335,22896,71,nld,Open Universiteit,Other_Europe
576,"Frey, Bruno S.",Economics,mixed,top_quartile,2575,20,364,23888,69,che,Universität Basel,Other_Europe
577,"Voogt, Joke M.",Education,mixed,top_quartile,91311,503,142,7232,39,nld,Universiteit van Amsterdam,Other_Europe
578,"Teubner, Günther",Law,mixed,top_quartile,82023,28,81,2443,24,deu,Goethe-Universität Frankfurt am Main,Other_Europe
579,"Bogner, Franz Xaver",Education,mixed,top_quartile,81245,424,200,5354,39,deu,Universität Bayreuth,Other_Europe
580,"Knobloch-Westerwick, Silvia S.",Communication & Media Studies,mixed,top_quartile,39655,43,112,5815,44,deu,Technische Universität Berlin,Other_Europe
581,"Gil-Alaña, Luís Albériko",Economics,mixed,top_quartile,27726,221,579,7895,40,esp,Universidad de Navarra,Other_Europe
582,"Schiefele, Ulrich",Education,mixed,top_quartile,91574,506,64,3574,25,deu,Universität Potsdam,Other_Europe
583,"Hofstede, Geert H.",Business & Management,mixed,top_quartile,3466,27,85,19717,47,bel,European Institute for Advanced Studies in Management,Other_Europe
584,"Korup, Oliver",Geography,mixed,top_quartile,25686,70,132,8174,49,deu,Universität Potsdam,Other_Europe
585,"Wang, Yi Shun",Education,mixed,top_quartile,28302,114,107,10420,40,twn,National Changhua University of Education,Asia_Pacific
586,"Morley, Louise",Education,mixed,top_quartile,69053,352,77,2591,27,aus,University of New England Australia,Asia_Pacific
587,"Prosser, Michael T.",Education,mixed,top_quartile,88339,472,86,6797,41,aus,University of Melbourne,Asia_Pacific
588,"Smyth, Russell",Economics,mixed,top_quartile,20415,165,384,15396,62,aus,Monash University,Asia_Pacific
589,"Volet, Simone E.",Education,mixed,top_quartile,87655,464,104,4648,36,aus,Murdoch University,Asia_Pacific
590,"Ayres, Paul L.",Education,mixed,top_quartile,89602,484,74,4920,34,aus,UNSW Sydney,Asia_Pacific
591,"Quentin Grafton, R. Quentin",Economics,mixed,top_quartile,24872,198,224,8572,51,aus,The Australian National University,Asia_Pacific
592,"Dawson, Shane P.",Education,mixed,top_quartile,73114,375,120,7234,42,aus,University of South Australia,Asia_Pacific
593,"Bong, Mimi",Education,mixed,top_quartile,46184,209,73,5945,31,kor,Korea University,Asia_Pacific
594,"Meho, Lokman I.",Information & Library Sciences,mixed,top_quartile,111209,63,43,3528,24,lbn,American University of Beirut,Other
595,"Garrison, D. Randy",Education,mixed,top_quartile,11106,47,73,16842,39,can,University of Calgary,Other
596,"McCann, Eugene J.",Geography,mixed,top_quartile,33821,96,58,5514,30,can,Simon Fraser University,Other
597,"Clandinin, D. J.",Education,mixed,top_quartile,51600,235,106,7464,33,can,University of Alberta,Other
598,"Shamir, Boas",Business & Management,mixed,top_quartile,27395,255,76,8790,37,isr,Hebrew University of Jerusalem,Other
599,"Wellman, Barry",Sociology,mixed,top_quartile,8474,13,145,14521,56,can,NetLab Network,Other
600,"van Manen, Max J.",Education,mixed,top_quartile,60826,291,43,3401,22,can,University of Alberta,Other
